# sent_id = QCurt10-E-00-1791
# text = isdem fere diebus Cleander et Sitalces et cum Agathone Heracon superueniunt qui Parmenionem iussu regis occiderant V milia peditum cum equitibus M sed et accusatores eos e prouincia cui
1	isdem	lilaLemma:109082	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000001	O
2	fere	lilaLemma:103104	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000002	O
3	diebus	lilaLemma:99334	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000003	O
4	Cleander	lilaLemma:3351	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000004	B-PERS
5	et	lilaLemma:101542	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000005	O
6	Sitalces	lilaLemma:21823	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000006	B-PERS
7	et	lilaLemma:101542	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000007	O
8	cum	lilaLemma:97201	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000008	O
9	Agathone	lilaLemma:136229	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000009	B-PERS
10	Heracon	lilaLemma:9005	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000010	B-PERS
11	superueniunt	lilaLemma:126987	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000011	O
12	qui	lilaLemma:121354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000012	O
13	Parmenionem	lilaLemma:141402	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000013	B-PERS
14	iussu	lilaLemma:109571	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000014	O
15	regis	lilaLemma:122013	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000015	O
16	occiderant	lilaLemma:114585	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000016	O
17	V	lilaLemma:121223	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000017	O
18	milia	lilaLemma:112335	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000018	O
19	peditum	lilaLemma:116387	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000019	O
20	cum	lilaLemma:97201	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000020	O
21	equitibus	lilaLemma:101354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000021	O
22	M	lilaLemma:112335	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000022	O
23	sed	lilaLemma:123994	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000023	O
24	et	lilaLemma:101542	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000024	O
25	accusatores	lilaLemma:87171	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000025	O
26	eos	lilaLemma:109083	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000026	O
27	e	lilaLemma:101716	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000027	O
28	prouincia	lilaLemma:120189	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000028	O
29	cui	lilaLemma:121354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CurtiusCurtius%20Historiae%20Alexandri%20Magni/Curtius_CurtiusHistoriaeAlexandriMagni_QCurt10.BPN_t_0000029	O

# sent_id = QCurt10-E-00-1792
