# sent_id = BAlex-A-04-1
# text = bello Alexandrino conflato Caesar Rhodo atque ex Syria Ciliciaque omnem classem arcessit Creta sagittarios equites ab rege Nabataeorum Malcho euocat tormenta undique conquiri et frumentum mitti auxilia adduci iubet
1	bello	lilaLemma:91461	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000001	O
2	Alexandrino	lilaLemma:10340	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000002	O
3	conflato	lilaLemma:95792	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000003	O
4	Caesar	lilaLemma:1947	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000004	B-PERS
5	Rhodo	lilaLemma:20196	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000005	B-LOC
6	atque	lilaLemma:90490	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000006	O
7	ex	lilaLemma:101716	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000007	O
8	Syria	lilaLemma:22681	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000008	B-LOC
9-10	Ciliciaque	_	_	_
9	Cilicia	lilaLemma:3166	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000009	B-LOC
10	que	lilaLemma:131416	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000010	O
11	omnem	lilaLemma:114954	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000011	O
12	classem	lilaLemma:94447	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000012	O
13	arcessit	lilaLemma:89811	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000013	O
14	Creta	lilaLemma:4071	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000014	B-LOC
15	sagittarios	lilaLemma:123153	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000015	O
16	equites	lilaLemma:101354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000016	O
17	ab	lilaLemma:86824	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000017	O
18	rege	lilaLemma:122013	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000018	O
19	Nabataeorum	lilaLemma:141487	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000019	B-GRP
20	Malcho	lilaLemma:13106	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000020	B-PERS
21	euocat	lilaLemma:101664	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000021	O
22	tormenta	lilaLemma:128429	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000022	O
23	undique	lilaLemma:130636	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000023	O
24	conquiri	lilaLemma:95972	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000024	O
25	et	lilaLemma:101542	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000025	O
26	frumentum	lilaLemma:104126	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/PseudoCaesar2Bellum%20Alexandrinum/PseudoCaesar2_BellumAlexandrinum_BAlex.BPN_t_0000026	O
